prefix,dim,type,accuracy_balanced,accuracy_train,precision,recall,run,hash_train,hash_test,birth_threshold,persistence_threshold
clip_minmax_gaussian2c_minmax,2,stat,0.7215909090909092,0.9821428571428571,0.7621848739495798,0.6857142857142857,0,4a45b76301a5bda2b2e9e9b16df34a90653a7bb3a45fb55f24aa474fbdc30555,d3d833d4970af6564a470a28f7c123b9e1820b90489eb35986024831f304c387,,
clip_minmax_gaussian2c_minmax,3,stat,0.8465909090909092,1.0,0.8618012422360248,0.8571428571428571,0,4a45b76301a5bda2b2e9e9b16df34a90653a7bb3a45fb55f24aa474fbdc30555,d3d833d4970af6564a470a28f7c123b9e1820b90489eb35986024831f304c387,,
clip_minmax_gaussian2c_minmax,2,bc,0.7348484848484849,1.0,0.7714285714285715,0.7714285714285715,0,4a45b76301a5bda2b2e9e9b16df34a90653a7bb3a45fb55f24aa474fbdc30555,d3d833d4970af6564a470a28f7c123b9e1820b90489eb35986024831f304c387,,
clip_minmax_gaussian2c_minmax,3,bc,0.9375,0.9107142857142857,0.9326530612244897,0.9142857142857143,0,4a45b76301a5bda2b2e9e9b16df34a90653a7bb3a45fb55f24aa474fbdc30555,d3d833d4970af6564a470a28f7c123b9e1820b90489eb35986024831f304c387,,
clip_minmax_gaussian2c_minmax,2,pi,0.7215909090909092,1.0,0.7621848739495798,0.6857142857142857,0,4a45b76301a5bda2b2e9e9b16df34a90653a7bb3a45fb55f24aa474fbdc30555,d3d833d4970af6564a470a28f7c123b9e1820b90489eb35986024831f304c387,,
clip_minmax_gaussian2c_minmax,3,pi,0.8882575757575758,1.0,0.9137142857142858,0.9142857142857143,0,4a45b76301a5bda2b2e9e9b16df34a90653a7bb3a45fb55f24aa474fbdc30555,d3d833d4970af6564a470a28f7c123b9e1820b90489eb35986024831f304c387,,
clip_minmax_gaussian2c_minmax,2,ent,0.7140151515151515,1.0,0.7497929606625259,0.7428571428571429,0,4a45b76301a5bda2b2e9e9b16df34a90653a7bb3a45fb55f24aa474fbdc30555,d3d833d4970af6564a470a28f7c123b9e1820b90489eb35986024831f304c387,,
clip_minmax_gaussian2c_minmax,3,ent,0.8087121212121212,1.0,0.8324929971988795,0.7714285714285715,0,4a45b76301a5bda2b2e9e9b16df34a90653a7bb3a45fb55f24aa474fbdc30555,d3d833d4970af6564a470a28f7c123b9e1820b90489eb35986024831f304c387,,
clip_minmax_gaussian2c_minmax,2,ecc,0.6799242424242424,0.9821428571428571,0.7357142857142858,0.6285714285714286,0,4a45b76301a5bda2b2e9e9b16df34a90653a7bb3a45fb55f24aa474fbdc30555,d3d833d4970af6564a470a28f7c123b9e1820b90489eb35986024831f304c387,,
clip_minmax_gaussian2c_minmax,3,ecc,0.8712121212121212,0.9821428571428571,0.8775510204081632,0.8571428571428571,0,4a45b76301a5bda2b2e9e9b16df34a90653a7bb3a45fb55f24aa474fbdc30555,d3d833d4970af6564a470a28f7c123b9e1820b90489eb35986024831f304c387,,
clip_minmax_gaussian2c_minmax,2,all,0.8920454545454546,0.9285714285714286,0.8963036963036964,0.8857142857142857,0,4a45b76301a5bda2b2e9e9b16df34a90653a7bb3a45fb55f24aa474fbdc30555,d3d833d4970af6564a470a28f7c123b9e1820b90489eb35986024831f304c387,,
clip_minmax_gaussian2c_minmax,3,all,0.7424242424242424,1.0,0.7759103641456583,0.7142857142857143,0,4a45b76301a5bda2b2e9e9b16df34a90653a7bb3a45fb55f24aa474fbdc30555,d3d833d4970af6564a470a28f7c123b9e1820b90489eb35986024831f304c387,,
clip_minmax_gaussian2c_minmax,2,stat,0.6268939393939394,0.9285714285714286,0.6749250749250749,0.6571428571428571,1,c2d96f1f4d729ee884b45f10447fbcc56c406e188ded02a0e9a304446a6dc4aa,90c80ab345a9e036abf2c79e3240df608f557806f838c8e5561d7ca74194146b,,
clip_minmax_gaussian2c_minmax,3,stat,0.8674242424242424,1.0,0.8857142857142857,0.8857142857142857,1,c2d96f1f4d729ee884b45f10447fbcc56c406e188ded02a0e9a304446a6dc4aa,90c80ab345a9e036abf2c79e3240df608f557806f838c8e5561d7ca74194146b,,
clip_minmax_gaussian2c_minmax,2,bc,0.8049242424242424,0.9821428571428571,0.8224489795918368,0.8,1,c2d96f1f4d729ee884b45f10447fbcc56c406e188ded02a0e9a304446a6dc4aa,90c80ab345a9e036abf2c79e3240df608f557806f838c8e5561d7ca74194146b,,
clip_minmax_gaussian2c_minmax,3,bc,0.8295454545454546,1.0,0.8460526315789474,0.8,1,c2d96f1f4d729ee884b45f10447fbcc56c406e188ded02a0e9a304446a6dc4aa,90c80ab345a9e036abf2c79e3240df608f557806f838c8e5561d7ca74194146b,,
clip_minmax_gaussian2c_minmax,2,pi,0.6553030303030303,1.0,0.7043884220354809,0.6285714285714286,1,c2d96f1f4d729ee884b45f10447fbcc56c406e188ded02a0e9a304446a6dc4aa,90c80ab345a9e036abf2c79e3240df608f557806f838c8e5561d7ca74194146b,,
clip_minmax_gaussian2c_minmax,3,pi,0.8712121212121212,1.0,0.8775510204081632,0.8571428571428571,1,c2d96f1f4d729ee884b45f10447fbcc56c406e188ded02a0e9a304446a6dc4aa,90c80ab345a9e036abf2c79e3240df608f557806f838c8e5561d7ca74194146b,,
clip_minmax_gaussian2c_minmax,2,ent,0.7178030303030303,1.0,0.7504761904761904,0.7142857142857143,1,c2d96f1f4d729ee884b45f10447fbcc56c406e188ded02a0e9a304446a6dc4aa,90c80ab345a9e036abf2c79e3240df608f557806f838c8e5561d7ca74194146b,,
clip_minmax_gaussian2c_minmax,3,ent,0.8503787878787878,1.0,0.8609523809523808,0.8285714285714286,1,c2d96f1f4d729ee884b45f10447fbcc56c406e188ded02a0e9a304446a6dc4aa,90c80ab345a9e036abf2c79e3240df608f557806f838c8e5561d7ca74194146b,,
clip_minmax_gaussian2c_minmax,2,ecc,0.5473484848484849,1.0,0.6128571428571428,0.5142857142857142,1,c2d96f1f4d729ee884b45f10447fbcc56c406e188ded02a0e9a304446a6dc4aa,90c80ab345a9e036abf2c79e3240df608f557806f838c8e5561d7ca74194146b,,
clip_minmax_gaussian2c_minmax,3,ecc,0.9337121212121212,1.0,0.9428571428571428,0.9428571428571428,1,c2d96f1f4d729ee884b45f10447fbcc56c406e188ded02a0e9a304446a6dc4aa,90c80ab345a9e036abf2c79e3240df608f557806f838c8e5561d7ca74194146b,,
clip_minmax_gaussian2c_minmax,2,all,0.9375,1.0,0.9326530612244897,0.9142857142857143,1,c2d96f1f4d729ee884b45f10447fbcc56c406e188ded02a0e9a304446a6dc4aa,90c80ab345a9e036abf2c79e3240df608f557806f838c8e5561d7ca74194146b,,
clip_minmax_gaussian2c_minmax,3,all,0.9128787878787878,1.0,0.9178053830227745,0.9142857142857143,1,c2d96f1f4d729ee884b45f10447fbcc56c406e188ded02a0e9a304446a6dc4aa,90c80ab345a9e036abf2c79e3240df608f557806f838c8e5561d7ca74194146b,,
clip_minmax_gaussian2c_minmax,2,stat,0.7840909090909092,1.0,0.8057142857142858,0.7714285714285715,2,29268a312f75ffe277200d123a12ccba6797257f02dc8e94b29b664b00301477,7d9338d78c1baba1771ae927838c9ca1f2d4dfb39b0f7c8b20f56c6262a785ab,,
clip_minmax_gaussian2c_minmax,3,stat,0.9337121212121212,1.0,0.9428571428571428,0.9428571428571428,2,29268a312f75ffe277200d123a12ccba6797257f02dc8e94b29b664b00301477,7d9338d78c1baba1771ae927838c9ca1f2d4dfb39b0f7c8b20f56c6262a785ab,,
clip_minmax_gaussian2c_minmax,2,bc,0.7102272727272727,1.0,0.7633699633699634,0.7714285714285715,2,29268a312f75ffe277200d123a12ccba6797257f02dc8e94b29b664b00301477,7d9338d78c1baba1771ae927838c9ca1f2d4dfb39b0f7c8b20f56c6262a785ab,,
clip_minmax_gaussian2c_minmax,3,bc,0.9128787878787878,0.9821428571428571,0.9178053830227745,0.9142857142857143,2,29268a312f75ffe277200d123a12ccba6797257f02dc8e94b29b664b00301477,7d9338d78c1baba1771ae927838c9ca1f2d4dfb39b0f7c8b20f56c6262a785ab,,
clip_minmax_gaussian2c_minmax,2,pi,0.6723484848484849,1.0,0.7122448979591838,0.6857142857142857,2,29268a312f75ffe277200d123a12ccba6797257f02dc8e94b29b664b00301477,7d9338d78c1baba1771ae927838c9ca1f2d4dfb39b0f7c8b20f56c6262a785ab,,
clip_minmax_gaussian2c_minmax,3,pi,0.9791666666666667,1.0,0.9738095238095237,0.9714285714285714,2,29268a312f75ffe277200d123a12ccba6797257f02dc8e94b29b664b00301477,7d9338d78c1baba1771ae927838c9ca1f2d4dfb39b0f7c8b20f56c6262a785ab,,
clip_minmax_gaussian2c_minmax,2,ent,0.8882575757575758,0.9821428571428571,0.9137142857142858,0.9142857142857143,2,29268a312f75ffe277200d123a12ccba6797257f02dc8e94b29b664b00301477,7d9338d78c1baba1771ae927838c9ca1f2d4dfb39b0f7c8b20f56c6262a785ab,,
clip_minmax_gaussian2c_minmax,3,ent,0.9128787878787878,1.0,0.9178053830227745,0.9142857142857143,2,29268a312f75ffe277200d123a12ccba6797257f02dc8e94b29b664b00301477,7d9338d78c1baba1771ae927838c9ca1f2d4dfb39b0f7c8b20f56c6262a785ab,,
clip_minmax_gaussian2c_minmax,2,ecc,0.7424242424242424,1.0,0.7759103641456583,0.7142857142857143,2,29268a312f75ffe277200d123a12ccba6797257f02dc8e94b29b664b00301477,7d9338d78c1baba1771ae927838c9ca1f2d4dfb39b0f7c8b20f56c6262a785ab,,
clip_minmax_gaussian2c_minmax,3,ecc,0.8712121212121212,0.9821428571428571,0.8775510204081632,0.8571428571428571,2,29268a312f75ffe277200d123a12ccba6797257f02dc8e94b29b664b00301477,7d9338d78c1baba1771ae927838c9ca1f2d4dfb39b0f7c8b20f56c6262a785ab,,
clip_minmax_gaussian2c_minmax,2,all,0.8257575757575758,1.0,0.840959040959041,0.8285714285714286,2,29268a312f75ffe277200d123a12ccba6797257f02dc8e94b29b664b00301477,7d9338d78c1baba1771ae927838c9ca1f2d4dfb39b0f7c8b20f56c6262a785ab,,
clip_minmax_gaussian2c_minmax,3,all,0.8920454545454546,1.0,0.8963036963036964,0.8857142857142857,2,29268a312f75ffe277200d123a12ccba6797257f02dc8e94b29b664b00301477,7d9338d78c1baba1771ae927838c9ca1f2d4dfb39b0f7c8b20f56c6262a785ab,,
clip_minmax_gaussian2c_minmax,2,stat,0.7670454545454546,1.0,0.8082706766917294,0.7142857142857143,3,9257f66e7efea5107b62a0440493c6ab56c336ce2538cc6db823033f979e3e2e,730cf3628b2e5c16a2c3403229e2cc8617e559ebeeb6208a021d28d230dae380,,
clip_minmax_gaussian2c_minmax,3,stat,0.8503787878787878,1.0,0.8609523809523808,0.8285714285714286,3,9257f66e7efea5107b62a0440493c6ab56c336ce2538cc6db823033f979e3e2e,730cf3628b2e5c16a2c3403229e2cc8617e559ebeeb6208a021d28d230dae380,,
clip_minmax_gaussian2c_minmax,2,bc,0.8333333333333333,1.0,0.8676691729323308,0.7714285714285715,3,9257f66e7efea5107b62a0440493c6ab56c336ce2538cc6db823033f979e3e2e,730cf3628b2e5c16a2c3403229e2cc8617e559ebeeb6208a021d28d230dae380,,
clip_minmax_gaussian2c_minmax,3,bc,0.821969696969697,1.0,0.8548571428571429,0.8571428571428571,3,9257f66e7efea5107b62a0440493c6ab56c336ce2538cc6db823033f979e3e2e,730cf3628b2e5c16a2c3403229e2cc8617e559ebeeb6208a021d28d230dae380,,
clip_minmax_gaussian2c_minmax,2,pi,0.7178030303030303,1.0,0.7504761904761904,0.7142857142857143,3,9257f66e7efea5107b62a0440493c6ab56c336ce2538cc6db823033f979e3e2e,730cf3628b2e5c16a2c3403229e2cc8617e559ebeeb6208a021d28d230dae380,,
clip_minmax_gaussian2c_minmax,3,pi,0.8011363636363636,1.0,0.8285714285714286,0.8285714285714286,3,9257f66e7efea5107b62a0440493c6ab56c336ce2538cc6db823033f979e3e2e,730cf3628b2e5c16a2c3403229e2cc8617e559ebeeb6208a021d28d230dae380,,
clip_minmax_gaussian2c_minmax,2,ent,0.8125,1.0,0.8585714285714285,0.7428571428571429,3,9257f66e7efea5107b62a0440493c6ab56c336ce2538cc6db823033f979e3e2e,730cf3628b2e5c16a2c3403229e2cc8617e559ebeeb6208a021d28d230dae380,,
clip_minmax_gaussian2c_minmax,3,ent,0.7765151515151515,1.0,0.8246642246642247,0.8285714285714286,3,9257f66e7efea5107b62a0440493c6ab56c336ce2538cc6db823033f979e3e2e,730cf3628b2e5c16a2c3403229e2cc8617e559ebeeb6208a021d28d230dae380,,
clip_minmax_gaussian2c_minmax,2,ecc,0.7878787878787878,1.0,0.8199813258636788,0.7428571428571429,3,9257f66e7efea5107b62a0440493c6ab56c336ce2538cc6db823033f979e3e2e,730cf3628b2e5c16a2c3403229e2cc8617e559ebeeb6208a021d28d230dae380,,
clip_minmax_gaussian2c_minmax,3,ecc,0.8011363636363636,1.0,0.8285714285714286,0.8285714285714286,3,9257f66e7efea5107b62a0440493c6ab56c336ce2538cc6db823033f979e3e2e,730cf3628b2e5c16a2c3403229e2cc8617e559ebeeb6208a021d28d230dae380,,
clip_minmax_gaussian2c_minmax,2,all,0.7916666666666667,1.0,0.8503401360544218,0.7142857142857143,3,9257f66e7efea5107b62a0440493c6ab56c336ce2538cc6db823033f979e3e2e,730cf3628b2e5c16a2c3403229e2cc8617e559ebeeb6208a021d28d230dae380,,
clip_minmax_gaussian2c_minmax,3,all,0.8465909090909092,1.0,0.8618012422360248,0.8571428571428571,3,9257f66e7efea5107b62a0440493c6ab56c336ce2538cc6db823033f979e3e2e,730cf3628b2e5c16a2c3403229e2cc8617e559ebeeb6208a021d28d230dae380,,
clip_minmax_gaussian2c_minmax,2,stat,0.7424242424242424,0.9821428571428571,0.7759103641456583,0.7142857142857143,4,b2beabe729d23655db1476deb5b4536c91e4548b2f8b14ae62aa3865eee6de4d,dc54bd1792023b214ff236d3cddf07b599774adef4b8d1b2ed46602dc764b5dc,,
clip_minmax_gaussian2c_minmax,3,stat,0.9583333333333333,1.0,0.9516483516483516,0.9428571428571428,4,b2beabe729d23655db1476deb5b4536c91e4548b2f8b14ae62aa3865eee6de4d,dc54bd1792023b214ff236d3cddf07b599774adef4b8d1b2ed46602dc764b5dc,,
clip_minmax_gaussian2c_minmax,2,bc,0.7215909090909092,1.0,0.7621848739495798,0.6857142857142857,4,b2beabe729d23655db1476deb5b4536c91e4548b2f8b14ae62aa3865eee6de4d,dc54bd1792023b214ff236d3cddf07b599774adef4b8d1b2ed46602dc764b5dc,,
clip_minmax_gaussian2c_minmax,3,bc,0.8011363636363636,0.8928571428571429,0.8285714285714286,0.8285714285714286,4,b2beabe729d23655db1476deb5b4536c91e4548b2f8b14ae62aa3865eee6de4d,dc54bd1792023b214ff236d3cddf07b599774adef4b8d1b2ed46602dc764b5dc,,
clip_minmax_gaussian2c_minmax,2,pi,0.8257575757575758,1.0,0.840959040959041,0.8285714285714286,4,b2beabe729d23655db1476deb5b4536c91e4548b2f8b14ae62aa3865eee6de4d,dc54bd1792023b214ff236d3cddf07b599774adef4b8d1b2ed46602dc764b5dc,,
clip_minmax_gaussian2c_minmax,3,pi,0.8712121212121212,1.0,0.8775510204081632,0.8571428571428571,4,b2beabe729d23655db1476deb5b4536c91e4548b2f8b14ae62aa3865eee6de4d,dc54bd1792023b214ff236d3cddf07b599774adef4b8d1b2ed46602dc764b5dc,,
clip_minmax_gaussian2c_minmax,2,ent,0.6837121212121212,0.9464285714285714,0.7652173913043477,0.6,4,b2beabe729d23655db1476deb5b4536c91e4548b2f8b14ae62aa3865eee6de4d,dc54bd1792023b214ff236d3cddf07b599774adef4b8d1b2ed46602dc764b5dc,,
