prefix,dim,type,accuracy_balanced,accuracy_train,precision,recall,run,hash_train,hash_test,birth_threshold,persistence_threshold
clip_gaussian4c_minmax,2,stat,0.8896086726599683,1.0,0.8934969321971485,0.8641304347826086,0,f44d7188f2746261bb44df6a1c09be824c2fc283b92bc3b6d45fa3b4bc1acc37,2b1eb13bba06b7f7265b936f333dc8c41d469eac7eb2448bf8573079b923e028,,
clip_gaussian4c_minmax,3,stat,0.9144632469592808,1.0,0.9148331698540609,0.907608695652174,0,f44d7188f2746261bb44df6a1c09be824c2fc283b92bc3b6d45fa3b4bc1acc37,2b1eb13bba06b7f7265b936f333dc8c41d469eac7eb2448bf8573079b923e028,,
clip_gaussian4c_minmax,2,bc,0.8816763617133792,1.0,0.8851704798595278,0.8641304347826086,0,f44d7188f2746261bb44df6a1c09be824c2fc283b92bc3b6d45fa3b4bc1acc37,2b1eb13bba06b7f7265b936f333dc8c41d469eac7eb2448bf8573079b923e028,,
clip_gaussian4c_minmax,3,bc,0.8740084611316763,0.9251700680272109,0.8806238185255199,0.875,0,f44d7188f2746261bb44df6a1c09be824c2fc283b92bc3b6d45fa3b4bc1acc37,2b1eb13bba06b7f7265b936f333dc8c41d469eac7eb2448bf8573079b923e028,,
clip_gaussian4c_minmax,2,pi,0.9098360655737705,0.9965986394557823,0.9117494824016563,0.8804347826086957,0,f44d7188f2746261bb44df6a1c09be824c2fc283b92bc3b6d45fa3b4bc1acc37,2b1eb13bba06b7f7265b936f333dc8c41d469eac7eb2448bf8573079b923e028,,
clip_gaussian4c_minmax,3,pi,0.9223955579058699,1.0,0.9204427602712405,0.907608695652174,0,f44d7188f2746261bb44df6a1c09be824c2fc283b92bc3b6d45fa3b4bc1acc37,2b1eb13bba06b7f7265b936f333dc8c41d469eac7eb2448bf8573079b923e028,,
clip_gaussian4c_minmax,2,ent,0.8372554204124802,0.9727891156462585,0.8464127110756547,0.8315217391304348,0,f44d7188f2746261bb44df6a1c09be824c2fc283b92bc3b6d45fa3b4bc1acc37,2b1eb13bba06b7f7265b936f333dc8c41d469eac7eb2448bf8573079b923e028,,
clip_gaussian4c_minmax,3,ent,0.7880750925436277,0.8095238095238095,0.8067963440959932,0.7663043478260869,0,f44d7188f2746261bb44df6a1c09be824c2fc283b92bc3b6d45fa3b4bc1acc37,2b1eb13bba06b7f7265b936f333dc8c41d469eac7eb2448bf8573079b923e028,,
clip_gaussian4c_minmax,2,ecc,0.8778424114225277,0.9897959183673469,0.8818715949150733,0.8695652173913043,0,f44d7188f2746261bb44df6a1c09be824c2fc283b92bc3b6d45fa3b4bc1acc37,2b1eb13bba06b7f7265b936f333dc8c41d469eac7eb2448bf8573079b923e028,,
clip_gaussian4c_minmax,3,ecc,0.8978053939714437,1.0,0.8997662711254945,0.875,0,f44d7188f2746261bb44df6a1c09be824c2fc283b92bc3b6d45fa3b4bc1acc37,2b1eb13bba06b7f7265b936f333dc8c41d469eac7eb2448bf8573079b923e028,,
clip_gaussian4c_minmax,2,all,0.8901374933897408,1.0,0.8936061540462475,0.8858695652173914,0,f44d7188f2746261bb44df6a1c09be824c2fc283b92bc3b6d45fa3b4bc1acc37,2b1eb13bba06b7f7265b936f333dc8c41d469eac7eb2448bf8573079b923e028,,
clip_gaussian4c_minmax,3,all,0.8618455843469064,0.9795918367346939,0.8699747952110901,0.8641304347826086,0,f44d7188f2746261bb44df6a1c09be824c2fc283b92bc3b6d45fa3b4bc1acc37,2b1eb13bba06b7f7265b936f333dc8c41d469eac7eb2448bf8573079b923e028,,
clip_gaussian4c_minmax,2,stat,0.865811739820201,1.0,0.8723791382384342,0.8641304347826086,1,dad2d5da75ac729b091bd5a630d0222344dfac13cde70eac0d30648501d73a40,26a0d2389ab392497b5a9b223ccb6fea84c75e598cc3fb1884e1ea9a516625c3,,
clip_gaussian4c_minmax,3,stat,0.8003701745108409,0.8605442176870748,0.8159730848861284,0.782608695652174,1,dad2d5da75ac729b091bd5a630d0222344dfac13cde70eac0d30648501d73a40,26a0d2389ab392497b5a9b223ccb6fea84c75e598cc3fb1884e1ea9a516625c3,,
