prefix,dim,type,accuracy_balanced,accuracy_train,precision,recall,run,hash_train,hash_test
clip_minmax_gaussian2c_minmax,2,stat,1.0,0.9897959183673469,1.0,1.0,90,5e7d6dfe7e5c944f8e7c695805a6f5159db208f97dee6c23df918cc9fe80540a,93a6f196defa5be7883f1b8a3f916744c76ced202cdf20f73083905706aa9f11
clip_minmax_gaussian2c_minmax,3,stat,0.9676097303014278,0.9829931972789115,0.9727804530361768,0.9728260869565217,90,5e7d6dfe7e5c944f8e7c695805a6f5159db208f97dee6c23df918cc9fe80540a,93a6f196defa5be7883f1b8a3f916744c76ced202cdf20f73083905706aa9f11
clip_minmax_gaussian2c_minmax,2,bc,0.9878371232152301,1.0,0.9891304347826086,0.9891304347826086,90,5e7d6dfe7e5c944f8e7c695805a6f5159db208f97dee6c23df918cc9fe80540a,93a6f196defa5be7883f1b8a3f916744c76ced202cdf20f73083905706aa9f11
clip_minmax_gaussian2c_minmax,3,bc,0.9676097303014278,1.0,0.9727804530361768,0.9728260869565217,90,5e7d6dfe7e5c944f8e7c695805a6f5159db208f97dee6c23df918cc9fe80540a,93a6f196defa5be7883f1b8a3f916744c76ced202cdf20f73083905706aa9f11
clip_minmax_gaussian2c_minmax,2,pi,0.955579058699101,1.0,0.9678791556602652,0.967391304347826,90,5e7d6dfe7e5c944f8e7c695805a6f5159db208f97dee6c23df918cc9fe80540a,93a6f196defa5be7883f1b8a3f916744c76ced202cdf20f73083905706aa9f11
clip_minmax_gaussian2c_minmax,3,pi,0.9230565838180856,0.9727891156462585,0.9344904160822814,0.9347826086956522,90,5e7d6dfe7e5c944f8e7c695805a6f5159db208f97dee6c23df918cc9fe80540a,93a6f196defa5be7883f1b8a3f916744c76ced202cdf20f73083905706aa9f11
clip_minmax_gaussian2c_minmax,2,ent,0.9756742464304601,1.0,0.9782608695652174,0.9782608695652174,90,5e7d6dfe7e5c944f8e7c695805a6f5159db208f97dee6c23df918cc9fe80540a,93a6f196defa5be7883f1b8a3f916744c76ced202cdf20f73083905706aa9f11
clip_minmax_gaussian2c_minmax,3,ent,0.9838709677419355,1.0,0.9893057503506312,0.9891304347826086,90,5e7d6dfe7e5c944f8e7c695805a6f5159db208f97dee6c23df918cc9fe80540a,93a6f196defa5be7883f1b8a3f916744c76ced202cdf20f73083905706aa9f11
clip_minmax_gaussian2c_minmax,2,ecc,0.9393178212585933,0.9523809523809523,0.9510405305821664,0.9510869565217391,90,5e7d6dfe7e5c944f8e7c695805a6f5159db208f97dee6c23df918cc9fe80540a,93a6f196defa5be7883f1b8a3f916744c76ced202cdf20f73083905706aa9f11
clip_minmax_gaussian2c_minmax,3,ecc,0.9513484928609202,0.9931972789115646,0.9565217391304348,0.9565217391304348,90,5e7d6dfe7e5c944f8e7c695805a6f5159db208f97dee6c23df918cc9fe80540a,93a6f196defa5be7883f1b8a3f916744c76ced202cdf20f73083905706aa9f11
clip_minmax_gaussian2c_minmax,2,all,0.9797726070861978,1.0,0.9836949278259711,0.9836956521739131,90,5e7d6dfe7e5c944f8e7c695805a6f5159db208f97dee6c23df918cc9fe80540a,93a6f196defa5be7883f1b8a3f916744c76ced202cdf20f73083905706aa9f11
clip_minmax_gaussian2c_minmax,3,all,0.9838709677419355,1.0,0.9893057503506312,0.9891304347826086,90,5e7d6dfe7e5c944f8e7c695805a6f5159db208f97dee6c23df918cc9fe80540a,93a6f196defa5be7883f1b8a3f916744c76ced202cdf20f73083905706aa9f11
clip_minmax_gaussian2c_minmax,2,stat,0.9838709677419355,1.0,0.9893057503506312,0.9891304347826086,91,0f108a645bccfa7138567c67f8a166db0471a4817846ca135ce914920c747f9e,8daf4134cbd95264816e9495204c0eb4fae791a03aecbcc26e32102d3af6041b
