class,type,cell,microscope,filename,filetype,filepath,id_file,date,id_scene,pixel_size_z,pixel_size_y,pixel_size_x,id_scene_count,z,y,x,filepath_segmented,bad_segmentation,id_segment,segmented_filename
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-2-Airyscan Processing-04.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-2-Airyscan Processing-04.czi,52,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,47.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-52_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-52_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-20-Airyscan Processing-22.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-20-Airyscan Processing-22.czi,53,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,47.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-53_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-53_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-21-Airyscan Processing-23.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-21-Airyscan Processing-23.czi,54,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,44.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-54_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-54_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-22-Airyscan Processing-24.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-22-Airyscan Processing-24.czi,55,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,31.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-55_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-55_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-23-Airyscan Processing-25.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-23-Airyscan Processing-25.czi,56,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,37.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-56_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-56_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-24-Airyscan Processing-26.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-24-Airyscan Processing-26.czi,57,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,44.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-57_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-57_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-25-Airyscan Processing-27.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-25-Airyscan Processing-27.czi,58,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,41.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-58_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-58_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-26-Airyscan Processing-28.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-26-Airyscan Processing-28.czi,59,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,47.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-59_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-59_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-27-Airyscan Processing-29.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-27-Airyscan Processing-29.czi,60,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,41.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-60_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-60_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-28-Airyscan Processing-30.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-28-Airyscan Processing-30.czi,61,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,37.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-61_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-61_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-29-Airyscan Processing-31.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-29-Airyscan Processing-31.czi,62,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,37.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-62_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-62_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-3-Airyscan Processing-05.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-3-Airyscan Processing-05.czi,63,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,41.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-63_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-63_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-30-Airyscan Processing-32.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-30-Airyscan Processing-32.czi,64,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,34.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-64_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-64_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-31-Airyscan Processing-33.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-31-Airyscan Processing-33.czi,65,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,31.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-65_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-65_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-32-Airyscan Processing-34.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-32-Airyscan Processing-34.czi,66,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,37.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-66_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-66_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-33-Airyscan Processing-35.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-33-Airyscan Processing-35.czi,67,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,44.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-67_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-67_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-34-Airyscan Processing-36.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-34-Airyscan Processing-36.czi,68,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,44.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-68_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-68_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-35-Airyscan Processing-37.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-35-Airyscan Processing-37.czi,69,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,41.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-69_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-69_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-36-Airyscan Processing-38.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-36-Airyscan Processing-38.czi,70,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,31.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-70_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-70_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-37-Airyscan Processing-39.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-37-Airyscan Processing-39.czi,71,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,44.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-71_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-71_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-38-Airyscan Processing-40.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-38-Airyscan Processing-40.czi,72,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,41.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-72_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-72_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-39-Airyscan Processing-41.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-39-Airyscan Processing-41.czi,73,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,37.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-73_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-73_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-4-Airyscan Processing-06.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-4-Airyscan Processing-06.czi,74,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,54.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-74_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-74_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-40-Airyscan Processing-42.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-40-Airyscan Processing-42.czi,75,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,41.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-75_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-75_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-41-Airyscan Processing-43.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-41-Airyscan Processing-43.czi,76,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,37.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-76_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-76_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-42-Airyscan Processing-44.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-42-Airyscan Processing-44.czi,77,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,41.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-77_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-77_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-43-Airyscan Processing-45.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-43-Airyscan Processing-45.czi,78,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,37.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-78_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-78_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-44-Airyscan Processing-46.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-44-Airyscan Processing-46.czi,79,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,34.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-79_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-79_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-45-Airyscan Processing-47.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-45-Airyscan Processing-47.czi,80,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,37.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-80_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-80_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-46-Airyscan Processing-48.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-46-Airyscan Processing-48.czi,81,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,31.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-81_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-81_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-47-Airyscan Processing-49.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-47-Airyscan Processing-49.czi,82,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,37.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-82_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-82_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-48-Airyscan Processing-50.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-48-Airyscan Processing-50.czi,83,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,44.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-83_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-83_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-49-Airyscan Processing-52.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-49-Airyscan Processing-52.czi,84,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,37.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-84_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-84_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-5-Airyscan Processing-07.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-5-Airyscan Processing-07.czi,85,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,34.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-85_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-85_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-50-Airyscan Processing-51.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-50-Airyscan Processing-51.czi,86,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,41.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-86_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-86_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-6-Airyscan Processing-08.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-6-Airyscan Processing-08.czi,87,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,41.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-87_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-87_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-7-Airyscan Processing-09.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-7-Airyscan Processing-09.czi,88,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,41.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-88_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-88_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-8-Airyscan Processing-10.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-8-Airyscan Processing-10.czi,89,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,44.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-89_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-89_idscene-0.npz
Wildtype,WT,NS,Airyscan,WT-NSC-A3-rCtcf-7X-9-Airyscan Processing-11.czi,czi,data/NS_Wildtype/Airyscan-22.09.23/WT-NSC-A3-rCtcf-7X-9-Airyscan Processing-11.czi,90,original,Image:0,0.18,0.0489443525157811,0.0489443525157811,0,37.0,272.0,272.0,data/segmented/NS_Wildtype_WT_Airyscan_all_idfile-90_idscene-0.npz,0,0.0,NS_Wildtype_WT_Airyscan_all_idfile-90_idscene-0.npz
